escenario,hdd_90dias,payoff_usd,pnl_neto_usd,activado,cap_alcanzado
7951,72.43,6750.0,6170.0,1,1
7952,92.25,6750.0,6170.0,1,1
7953,27.28,0.0,-580.0,0,0
7954,47.88,2469.64,1889.64,1,0
7955,17.6,0.0,-580.0,0,0
7956,149.96,6750.0,6170.0,1,1
7957,73.36,6750.0,6170.0,1,1
7958,48.37,2591.63,2011.63,1,0
7959,45.0,1748.98,1168.98,1,0
7960,47.16,2290.23,1710.23,1,0
7961,17.86,0.0,-580.0,0,0
7962,42.36,1089.4,509.4,1,0
7963,79.09,6750.0,6170.0,1,1
7964,67.54,6750.0,6170.0,1,1
7965,13.97,0.0,-580.0,0,0
7966,41.72,930.25,350.25,1,0
7967,37.59,0.0,-580.0,0,0
7968,18.33,0.0,-580.0,0,0
7969,37.62,0.0,-580.0,0,0
7970,29.39,0.0,-580.0,0,0
7971,30.87,0.0,-580.0,0,0
7972,31.52,0.0,-580.0,0,0
7973,27.64,0.0,-580.0,0,0
7974,54.97,4241.82,3661.82,1,0
7975,11.86,0.0,-580.0,0,0
7976,37.32,0.0,-580.0,0,0
7977,29.02,0.0,-580.0,0,0
7978,40.08,518.78,-61.22,1,0
7979,26.21,0.0,-580.0,0,0
7980,74.34,6750.0,6170.0,1,1
7981,77.0,6750.0,6170.0,1,1
7982,76.71,6750.0,6170.0,1,1
7983,56.77,4691.3,4111.3,1,0
7984,16.54,0.0,-580.0,0,0
7985,81.74,6750.0,6170.0,1,1
7986,17.91,0.0,-580.0,0,0
7987,67.48,6750.0,6170.0,1,1
7988,37.62,0.0,-580.0,0,0
7989,13.09,0.0,-580.0,0,0
7990,25.51,0.0,-580.0,0,0
7991,95.36,6750.0,6170.0,1,1
7992,30.4,0.0,-580.0,0,0
7993,61.29,5822.28,5242.28,1,0
7994,22.16,0.0,-580.0,0,0
7995,22.83,0.0,-580.0,0,0
7996,57.59,4896.5,4316.5,1,0
7997,55.5,4375.42,3795.42,1,0
7998,48.88,2719.77,2139.77,1,0
7999,57.91,4978.08,4398.08,1,0
8000,22.88,0.0,-580.0,0,0
8001,15.38,0.0,-580.0,0,0
8002,2.04,0.0,-580.0,0,0
8003,5.88,0.0,-580.0,0,0
8004,16.64,0.0,-580.0,0,0
8005,61.31,5828.49,5248.49,1,0
8006,45.8,1949.5,1369.5,1,0
8007,43.09,1272.47,692.47,1,0
8008,53.35,3838.21,3258.21,1,0
8009,11.83,0.0,-580.0,0,0
8010,45.41,1852.97,1272.97,1,0
8011,38.31,78.17,-501.83,1,0
8012,57.59,4898.25,4318.25,1,0
8013,29.93,0.0,-580.0,0,0
8014,30.27,0.0,-580.0,0,0
8015,24.44,0.0,-580.0,0,0
8016,6.95,0.0,-580.0,0,0
8017,42.98,1246.07,666.07,1,0
8018,24.36,0.0,-580.0,0,0
8019,24.05,0.0,-580.0,0,0
8020,35.75,0.0,-580.0,0,0
8021,46.13,2032.13,1452.13,1,0
8022,24.24,0.0,-580.0,0,0
8023,20.9,0.0,-580.0,0,0
8024,37.31,0.0,-580.0,0,0
8025,36.76,0.0,-580.0,0,0
8026,84.96,6750.0,6170.0,1,1
8027,59.42,5355.94,4775.94,1,0
8028,9.19,0.0,-580.0,0,0
8029,32.39,0.0,-580.0,0,0
8030,44.38,1595.27,1015.27,1,0
8031,62.82,6203.9,5623.9,1,0
8032,78.33,6750.0,6170.0,1,1
8033,60.43,5607.27,5027.27,1,0
8034,70.45,6750.0,6170.0,1,1
8035,61.48,5870.73,5290.73,1,0
8036,11.17,0.0,-580.0,0,0
8037,32.15,0.0,-580.0,0,0
8038,32.43,0.0,-580.0,0,0
8039,97.52,6750.0,6170.0,1,1
8040,35.83,0.0,-580.0,0,0
8041,94.04,6750.0,6170.0,1,1
8042,49.34,2834.58,2254.58,1,0
8043,34.27,0.0,-580.0,0,0
8044,23.14,0.0,-580.0,0,0
8045,74.48,6750.0,6170.0,1,1
8046,37.28,0.0,-580.0,0,0
8047,46.57,2142.03,1562.03,1,0
8048,25.91,0.0,-580.0,0,0
8049,75.6,6750.0,6170.0,1,1
8050,18.13,0.0,-580.0,0,0
8051,16.14,0.0,-580.0,0,0
8052,2.18,0.0,-580.0,0,0
8053,12.21,0.0,-580.0,0,0
8054,18.38,0.0,-580.0,0,0
8055,21.89,0.0,-580.0,0,0
8056,59.75,5436.91,4856.91,1,0
8057,30.57,0.0,-580.0,0,0
8058,8.46,0.0,-580.0,0,0
8059,38.77,192.43,-387.57,1,0
8060,0.36,0.0,-580.0,0,0
8061,104.8,6750.0,6170.0,1,1
8062,24.39,0.0,-580.0,0,0
8063,20.79,0.0,-580.0,0,0
8064,18.26,0.0,-580.0,0,0
8065,32.4,0.0,-580.0,0,0
8066,66.57,6750.0,6170.0,1,1
8067,88.05,6750.0,6170.0,1,1
8068,28.39,0.0,-580.0,0,0
8069,45.52,1880.35,1300.35,1,0
8070,59.4,5349.93,4769.93,1,0
8071,45.14,1785.81,1205.81,1,0
8072,74.37,6750.0,6170.0,1,1
8073,57.4,4850.82,4270.82,1,0
8074,74.04,6750.0,6170.0,1,1
8075,32.67,0.0,-580.0,0,0
8076,36.25,0.0,-580.0,0,0
8077,66.48,6750.0,6170.0,1,1
8078,95.86,6750.0,6170.0,1,1
8079,30.78,0.0,-580.0,0,0
8080,22.33,0.0,-580.0,0,0
8081,73.17,6750.0,6170.0,1,1
8082,58.16,5039.55,4459.55,1,0
8083,8.65,0.0,-580.0,0,0
8084,14.33,0.0,-580.0,0,0
8085,29.04,0.0,-580.0,0,0
8086,10.97,0.0,-580.0,0,0
8087,53.96,3988.94,3408.94,1,0
8088,73.68,6750.0,6170.0,1,1
8089,64.36,6589.63,6009.63,1,0
8090,51.61,3401.77,2821.77,1,0
8091,5.64,0.0,-580.0,0,0
8092,35.61,0.0,-580.0,0,0
8093,112.21,6750.0,6170.0,1,1
8094,45.03,1757.63,1177.63,1,0
8095,53.9,3973.83,3393.83,1,0
8096,43.59,1397.38,817.38,1,0
8097,51.22,3305.83,2725.83,1,0
8098,27.88,0.0,-580.0,0,0
8099,95.54,6750.0,6170.0,1,1
8100,110.37,6750.0,6170.0,1,1
8101,70.78,6750.0,6170.0,1,1
8102,24.77,0.0,-580.0,0,0
8103,43.05,1263.59,683.59,1,0
8104,68.33,6750.0,6170.0,1,1
8105,29.57,0.0,-580.0,0,0
8106,27.51,0.0,-580.0,0,0
8107,58.8,5199.88,4619.88,1,0
8108,15.19,0.0,-580.0,0,0
8109,54.01,4002.42,3422.42,1,0
8110,49.82,2956.15,2376.15,1,0
8111,32.25,0.0,-580.0,0,0
8112,59.43,5358.53,4778.53,1,0
8113,20.15,0.0,-580.0,0,0
8114,65.23,6750.0,6170.0,1,1
8115,47.92,2479.12,1899.12,1,0
8116,64.69,6672.69,6092.69,1,0
8117,52.19,3546.57,2966.57,1,0
8118,13.98,0.0,-580.0,0,0
8119,88.25,6750.0,6170.0,1,1
8120,13.93,0.0,-580.0,0,0
8121,28.11,0.0,-580.0,0,0
8122,40.12,528.86,-51.14,1,0
8123,44.25,1562.07,982.07,1,0
8124,11.32,0.0,-580.0,0,0
8125,13.44,0.0,-580.0,0,0
8126,10.57,0.0,-580.0,0,0
8127,48.0,2498.8,1918.8,1,0
8128,65.02,6750.0,6170.0,1,1
8129,46.01,2001.31,1421.31,1,0
8130,39.19,296.4,-283.6,1,0
8131,17.72,0.0,-580.0,0,0
8132,38.45,112.17,-467.83,1,0
8133,65.89,6750.0,6170.0,1,1
8134,68.81,6750.0,6170.0,1,1
8135,78.6,6750.0,6170.0,1,1
8136,58.67,5167.65,4587.65,1,0
8137,33.27,0.0,-580.0,0,0
8138,12.82,0.0,-580.0,0,0
8139,34.17,0.0,-580.0,0,0
8140,30.27,0.0,-580.0,0,0
8141,15.92,0.0,-580.0,0,0
8142,105.6,6750.0,6170.0,1,1
8143,58.99,5246.87,4666.87,1,0
8144,45.44,1859.79,1279.79,1,0
8145,27.72,0.0,-580.0,0,0
8146,7.83,0.0,-580.0,0,0
8147,58.54,5134.01,4554.01,1,0
8148,68.87,6750.0,6170.0,1,1
8149,62.46,6116.03,5536.03,1,0
8150,18.54,0.0,-580.0,0,0
8151,22.97,0.0,-580.0,0,0
8152,47.29,2322.96,1742.96,1,0
8153,22.48,0.0,-580.0,0,0
8154,10.72,0.0,-580.0,0,0
8155,53.68,3920.2,3340.2,1,0
8156,85.74,6750.0,6170.0,1,1
8157,156.48,6750.0,6170.0,1,1
8158,54.31,4078.01,3498.01,1,0
8159,64.73,6681.9,6101.9,1,0
8160,52.25,3561.8,2981.8,1,0
8161,87.53,6750.0,6170.0,1,1
8162,46.3,2075.18,1495.18,1,0
8163,36.14,0.0,-580.0,0,0
8164,26.31,0.0,-580.0,0,0
8165,94.65,6750.0,6170.0,1,1
8166,46.91,2227.06,1647.06,1,0
8167,59.42,5354.16,4774.16,1,0
8168,113.08,6750.0,6170.0,1,1
8169,60.92,5730.91,5150.91,1,0
8170,35.9,0.0,-580.0,0,0
8171,42.63,1157.62,577.62,1,0
8172,39.51,376.73,-203.27,1,0
8173,37.31,0.0,-580.0,0,0
8174,99.13,6750.0,6170.0,1,1
8175,51.23,3307.21,2727.21,1,0
8176,16.57,0.0,-580.0,0,0
8177,88.46,6750.0,6170.0,1,1
8178,36.08,0.0,-580.0,0,0
8179,77.52,6750.0,6170.0,1,1
8180,17.34,0.0,-580.0,0,0
8181,20.86,0.0,-580.0,0,0
8182,140.96,6750.0,6170.0,1,1
8183,32.26,0.0,-580.0,0,0
8184,12.4,0.0,-580.0,0,0
8185,30.14,0.0,-580.0,0,0
8186,60.32,5580.78,5000.78,1,0
8187,103.69,6750.0,6170.0,1,1
8188,21.56,0.0,-580.0,0,0
8189,51.89,3473.15,2893.15,1,0
8190,3.93,0.0,-580.0,0,0
8191,54.28,4070.66,3490.66,1,0
8192,55.15,4287.05,3707.05,1,0
8193,64.44,6609.94,6029.94,1,0
8194,29.82,0.0,-580.0,0,0
8195,17.44,0.0,-580.0,0,0
8196,11.01,0.0,-580.0,0,0
8197,69.81,6750.0,6170.0,1,1
8198,39.23,308.25,-271.75,1,0
8199,74.3,6750.0,6170.0,1,1
8200,46.28,2070.25,1490.25,1,0
8201,33.25,0.0,-580.0,0,0
8202,86.89,6750.0,6170.0,1,1
8203,56.41,4603.53,4023.53,1,0
8204,10.82,0.0,-580.0,0,0
8205,22.41,0.0,-580.0,0,0
8206,10.66,0.0,-580.0,0,0
8207,61.36,5840.65,5260.65,1,0
8208,38.3,74.54,-505.46,1,0
8209,51.97,3492.68,2912.68,1,0
8210,32.39,0.0,-580.0,0,0
8211,38.75,186.8,-393.2,1,0
8212,29.87,0.0,-580.0,0,0
8213,36.78,0.0,-580.0,0,0
8214,17.17,0.0,-580.0,0,0
8215,30.43,0.0,-580.0,0,0
8216,10.18,0.0,-580.0,0,0
8217,69.98,6750.0,6170.0,1,1
8218,21.42,0.0,-580.0,0,0
8219,28.13,0.0,-580.0,0,0
8220,117.45,6750.0,6170.0,1,1
8221,43.12,1280.66,700.66,1,0
8222,28.8,0.0,-580.0,0,0
8223,52.88,3720.03,3140.03,1,0
8224,90.67,6750.0,6170.0,1,1
8225,37.43,0.0,-580.0,0,0
8226,34.57,0.0,-580.0,0,0
8227,31.0,0.0,-580.0,0,0
8228,35.71,0.0,-580.0,0,0
8229,34.09,0.0,-580.0,0,0
8230,58.44,5109.98,4529.98,1,0
8231,50.33,3082.41,2502.41,1,0
8232,42.09,1022.7,442.7,1,0
8233,131.36,6750.0,6170.0,1,1
8234,85.73,6750.0,6170.0,1,1
8235,41.37,842.21,262.21,1,0
8236,43.99,1498.15,918.15,1,0
8237,20.55,0.0,-580.0,0,0
8238,5.25,0.0,-580.0,0,0
8239,30.31,0.0,-580.0,0,0
8240,35.84,0.0,-580.0,0,0
8241,14.2,0.0,-580.0,0,0
8242,42.24,1058.94,478.94,1,0
8243,83.17,6750.0,6170.0,1,1
8244,52.31,3577.81,2997.81,1,0
8245,30.38,0.0,-580.0,0,0
8246,28.95,0.0,-580.0,0,0
8247,39.62,405.5,-174.5,1,0
8248,21.55,0.0,-580.0,0,0
8249,13.51,0.0,-580.0,0,0
8250,49.4,2849.17,2269.17,1,0
8251,23.42,0.0,-580.0,0,0
8252,25.41,0.0,-580.0,0,0
8253,5.03,0.0,-580.0,0,0
8254,56.03,4506.99,3926.99,1,0
8255,12.41,0.0,-580.0,0,0
8256,12.38,0.0,-580.0,0,0
8257,28.62,0.0,-580.0,0,0
8258,43.87,1468.13,888.13,1,0
8259,49.42,2855.23,2275.23,1,0
8260,5.87,0.0,-580.0,0,0
8261,46.03,2006.28,1426.28,1,0
8262,55.62,4404.45,3824.45,1,0
8263,84.58,6750.0,6170.0,1,1
8264,85.94,6750.0,6170.0,1,1
8265,102.79,6750.0,6170.0,1,1
8266,44.92,1729.21,1149.21,1,0
8267,80.19,6750.0,6170.0,1,1
8268,36.64,0.0,-580.0,0,0
8269,8.56,0.0,-580.0,0,0
8270,44.48,1620.29,1040.29,1,0
8271,64.0,6501.15,5921.15,1,0
8272,8.21,0.0,-580.0,0,0
8273,14.75,0.0,-580.0,0,0
8274,85.6,6750.0,6170.0,1,1
8275,20.73,0.0,-580.0,0,0
8276,78.54,6750.0,6170.0,1,1
8277,43.68,1419.55,839.55,1,0
8278,75.65,6750.0,6170.0,1,1
8279,25.93,0.0,-580.0,0,0
8280,33.55,0.0,-580.0,0,0
8281,44.56,1640.24,1060.24,1,0
8282,51.05,3263.58,2683.58,1,0
8283,36.21,0.0,-580.0,0,0
8284,21.56,0.0,-580.0,0,0
8285,42.59,1146.33,566.33,1,0
8286,102.04,6750.0,6170.0,1,1
8287,72.1,6750.0,6170.0,1,1
8288,47.97,2492.61,1912.61,1,0
8289,67.32,6750.0,6170.0,1,1
8290,84.04,6750.0,6170.0,1,1
8291,30.16,0.0,-580.0,0,0
8292,86.67,6750.0,6170.0,1,1
8293,16.08,0.0,-580.0,0,0
8294,49.65,2911.61,2331.61,1,0
8295,21.69,0.0,-580.0,0,0
8296,11.61,0.0,-580.0,0,0
8297,28.2,0.0,-580.0,0,0
8298,2.6,0.0,-580.0,0,0
8299,77.06,6750.0,6170.0,1,1
8300,87.39,6750.0,6170.0,1,1
8301,94.53,6750.0,6170.0,1,1
8302,89.16,6750.0,6170.0,1,1
8303,77.86,6750.0,6170.0,1,1
8304,45.97,1993.29,1413.29,1,0
8305,53.09,3772.88,3192.88,1,0
8306,16.16,0.0,-580.0,0,0
8307,3.44,0.0,-580.0,0,0
8308,50.04,3009.11,2429.11,1,0
8309,30.57,0.0,-580.0,0,0
8310,47.1,2275.17,1695.17,1,0
8311,12.97,0.0,-580.0,0,0
8312,39.64,409.45,-170.55,1,0
8313,63.48,6369.19,5789.19,1,0
8314,54.95,4237.86,3657.86,1,0
8315,10.26,0.0,-580.0,0,0
8316,13.45,0.0,-580.0,0,0
8317,107.86,6750.0,6170.0,1,1
8318,10.07,0.0,-580.0,0,0
8319,65.59,6750.0,6170.0,1,1
8320,39.15,287.93,-292.07,1,0
8321,19.1,0.0,-580.0,0,0
8322,55.44,4359.91,3779.91,1,0
8323,58.81,5203.25,4623.25,1,0
8324,4.71,0.0,-580.0,0,0
8325,27.41,0.0,-580.0,0,0
8326,25.72,0.0,-580.0,0,0
8327,147.44,6750.0,6170.0,1,1
8328,9.83,0.0,-580.0,0,0
8329,54.91,4227.52,3647.52,1,0
8330,43.71,1428.56,848.56,1,0
8331,64.21,6551.99,5971.99,1,0
8332,59.98,5494.55,4914.55,1,0
8333,43.33,1332.66,752.66,1,0
8334,85.85,6750.0,6170.0,1,1
8335,59.12,5280.72,4700.72,1,0
8336,79.87,6750.0,6170.0,1,1
8337,24.37,0.0,-580.0,0,0
8338,39.91,477.19,-102.81,1,0
8339,49.17,2793.22,2213.22,1,0
8340,42.96,1239.52,659.52,1,0
8341,80.08,6750.0,6170.0,1,1
8342,52.2,3551.23,2971.23,1,0
8343,49.96,2990.09,2410.09,1,0
8344,95.52,6750.0,6170.0,1,1
8345,34.72,0.0,-580.0,0,0
8346,12.59,0.0,-580.0,0,0
8347,51.18,3294.02,2714.02,1,0
8348,80.09,6750.0,6170.0,1,1
8349,30.4,0.0,-580.0,0,0
8350,45.29,1822.86,1242.86,1,0
8351,5.75,0.0,-580.0,0,0
8352,7.31,0.0,-580.0,0,0
8353,9.35,0.0,-580.0,0,0
8354,47.32,2329.77,1749.77,1,0
8355,42.98,1245.83,665.83,1,0
8356,29.68,0.0,-580.0,0,0
8357,30.21,0.0,-580.0,0,0
8358,28.28,0.0,-580.0,0,0
8359,27.62,0.0,-580.0,0,0
8360,23.91,0.0,-580.0,0,0
8361,36.81,0.0,-580.0,0,0
8362,3.66,0.0,-580.0,0,0
8363,25.77,0.0,-580.0,0,0
8364,57.0,4750.16,4170.16,1,0
8365,12.28,0.0,-580.0,0,0
8366,28.18,0.0,-580.0,0,0
8367,26.5,0.0,-580.0,0,0
8368,95.21,6750.0,6170.0,1,1
8369,9.19,0.0,-580.0,0,0
8370,48.42,2603.81,2023.81,1,0
8371,104.3,6750.0,6170.0,1,1
8372,14.46,0.0,-580.0,0,0
8373,40.8,700.75,120.75,1,0
8374,25.36,0.0,-580.0,0,0
8375,67.01,6750.0,6170.0,1,1
8376,33.3,0.0,-580.0,0,0
8377,22.85,0.0,-580.0,0,0
8378,22.64,0.0,-580.0,0,0
8379,52.76,3689.33,3109.33,1,0
8380,24.84,0.0,-580.0,0,0
8381,30.9,0.0,-580.0,0,0
8382,61.11,5777.53,5197.53,1,0
8383,26.33,0.0,-580.0,0,0
8384,31.32,0.0,-580.0,0,0
8385,63.92,6478.96,5898.96,1,0
8386,12.19,0.0,-580.0,0,0
8387,109.25,6750.0,6170.0,1,1
8388,12.22,0.0,-580.0,0,0
8389,20.62,0.0,-580.0,0,0
8390,29.22,0.0,-580.0,0,0
8391,7.03,0.0,-580.0,0,0
8392,46.43,2106.54,1526.54,1,0
8393,47.06,2265.54,1685.54,1,0
8394,10.3,0.0,-580.0,0,0
8395,89.48,6750.0,6170.0,1,1
8396,32.56,0.0,-580.0,0,0
8397,35.18,0.0,-580.0,0,0
8398,35.05,0.0,-580.0,0,0
8399,39.94,484.34,-95.66,1,0
8400,15.94,0.0,-580.0,0,0
8401,78.72,6750.0,6170.0,1,1
8402,36.62,0.0,-580.0,0,0
8403,50.16,3040.76,2460.76,1,0
8404,60.45,5611.51,5031.51,1,0
8405,30.69,0.0,-580.0,0,0
8406,65.83,6750.0,6170.0,1,1
8407,57.53,4883.35,4303.35,1,0
8408,41.9,974.43,394.43,1,0
8409,51.29,3322.18,2742.18,1,0
8410,30.11,0.0,-580.0,0,0
8411,33.92,0.0,-580.0,0,0
8412,7.85,0.0,-580.0,0,0
8413,9.88,0.0,-580.0,0,0
8414,40.6,649.04,69.04,1,0
8415,43.09,1272.35,692.35,1,0
8416,14.84,0.0,-580.0,0,0
8417,31.64,0.0,-580.0,0,0
8418,38.35,87.28,-492.72,1,0
8419,39.69,422.89,-157.11,1,0
8420,25.25,0.0,-580.0,0,0
8421,20.81,0.0,-580.0,0,0
8422,101.17,6750.0,6170.0,1,1
8423,2.32,0.0,-580.0,0,0
8424,6.19,0.0,-580.0,0,0
8425,106.45,6750.0,6170.0,1,1
8426,50.0,3000.99,2420.99,1,0
8427,31.37,0.0,-580.0,0,0
8428,127.14,6750.0,6170.0,1,1
8429,15.14,0.0,-580.0,0,0
8430,91.47,6750.0,6170.0,1,1
8431,89.09,6750.0,6170.0,1,1
8432,54.84,4209.88,3629.88,1,0
8433,53.08,3769.86,3189.86,1,0
8434,29.74,0.0,-580.0,0,0
8435,41.1,774.48,194.48,1,0
8436,28.63,0.0,-580.0,0,0
8437,46.08,2021.15,1441.15,1,0
8438,33.61,0.0,-580.0,0,0
8439,3.93,0.0,-580.0,0,0
8440,94.67,6750.0,6170.0,1,1
8441,3.28,0.0,-580.0,0,0
8442,21.2,0.0,-580.0,0,0
8443,54.74,4185.69,3605.69,1,0
8444,121.36,6750.0,6170.0,1,1
8445,63.62,6405.32,5825.32,1,0
8446,61.31,5827.24,5247.24,1,0
8447,79.58,6750.0,6170.0,1,1
8448,18.5,0.0,-580.0,0,0
8449,125.34,6750.0,6170.0,1,1
8450,5.06,0.0,-580.0,0,0
8451,21.6,0.0,-580.0,0,0
8452,65.03,6750.0,6170.0,1,1
8453,57.8,4949.77,4369.77,1,0
8454,14.1,0.0,-580.0,0,0
8455,56.3,4575.67,3995.67,1,0
8456,18.11,0.0,-580.0,0,0
8457,16.88,0.0,-580.0,0,0
8458,19.82,0.0,-580.0,0,0
8459,8.34,0.0,-580.0,0,0
8460,42.26,1065.05,485.05,1,0
8461,83.49,6750.0,6170.0,1,1
8462,23.81,0.0,-580.0,0,0
8463,22.81,0.0,-580.0,0,0
8464,56.19,4548.24,3968.24,1,0
8465,26.84,0.0,-580.0,0,0
8466,12.89,0.0,-580.0,0,0
8467,26.28,0.0,-580.0,0,0
8468,128.86,6750.0,6170.0,1,1
8469,73.78,6750.0,6170.0,1,1
8470,46.51,2128.19,1548.19,1,0
8471,26.7,0.0,-580.0,0,0
8472,102.05,6750.0,6170.0,1,1
8473,97.13,6750.0,6170.0,1,1
8474,6.85,0.0,-580.0,0,0
8475,22.11,0.0,-580.0,0,0
8476,101.53,6750.0,6170.0,1,1
8477,81.98,6750.0,6170.0,1,1
8478,21.78,0.0,-580.0,0,0
8479,12.06,0.0,-580.0,0,0
8480,20.7,0.0,-580.0,0,0
8481,58.6,5149.83,4569.83,1,0
8482,59.04,5259.46,4679.46,1,0
8483,29.48,0.0,-580.0,0,0
8484,53.54,3886.15,3306.15,1,0
8485,13.78,0.0,-580.0,0,0
8486,9.27,0.0,-580.0,0,0
8487,27.59,0.0,-580.0,0,0
8488,16.77,0.0,-580.0,0,0
8489,6.53,0.0,-580.0,0,0
8490,17.59,0.0,-580.0,0,0
8491,41.67,916.88,336.88,1,0
8492,44.34,1583.86,1003.86,1,0
8493,16.33,0.0,-580.0,0,0
8494,56.29,4571.96,3991.96,1,0
8495,83.38,6750.0,6170.0,1,1
8496,111.44,6750.0,6170.0,1,1
8497,48.24,2559.05,1979.05,1,0
8498,31.41,0.0,-580.0,0,0
8499,59.36,5341.23,4761.23,1,0
8500,10.36,0.0,-580.0,0,0
8501,58.19,5047.7,4467.7,1,0
8502,32.82,0.0,-580.0,0,0
8503,54.13,4032.26,3452.26,1,0
8504,84.13,6750.0,6170.0,1,1
8505,15.27,0.0,-580.0,0,0
8506,123.89,6750.0,6170.0,1,1
8507,120.36,6750.0,6170.0,1,1
8508,38.38,94.84,-485.16,1,0
8509,36.15,0.0,-580.0,0,0
8510,14.33,0.0,-580.0,0,0
8511,8.18,0.0,-580.0,0,0
8512,34.78,0.0,-580.0,0,0
8513,41.83,958.22,378.22,1,0
8514,17.49,0.0,-580.0,0,0
8515,75.67,6750.0,6170.0,1,1
8516,11.57,0.0,-580.0,0,0
8517,29.08,0.0,-580.0,0,0
8518,53.98,3994.49,3414.49,1,0
8519,55.89,4473.66,3893.66,1,0
8520,4.4,0.0,-580.0,0,0
8521,72.21,6750.0,6170.0,1,1
8522,50.9,3225.32,2645.32,1,0
8523,4.37,0.0,-580.0,0,0
8524,15.94,0.0,-580.0,0,0
8525,110.71,6750.0,6170.0,1,1
8526,6.28,0.0,-580.0,0,0
8527,17.9,0.0,-580.0,0,0
8528,9.52,0.0,-580.0,0,0
8529,57.36,4839.14,4259.14,1,0
8530,20.66,0.0,-580.0,0,0
8531,17.76,0.0,-580.0,0,0
8532,20.49,0.0,-580.0,0,0
8533,17.34,0.0,-580.0,0,0
8534,8.34,0.0,-580.0,0,0
8535,40.71,677.11,97.11,1,0
8536,44.29,1573.41,993.41,1,0
8537,69.17,6750.0,6170.0,1,1
8538,67.22,6750.0,6170.0,1,1
8539,21.53,0.0,-580.0,0,0
8540,16.49,0.0,-580.0,0,0
8541,45.5,1876.06,1296.06,1,0
8542,40.13,532.92,-47.08,1,0
8543,3.94,0.0,-580.0,0,0
8544,45.68,1920.56,1340.56,1,0
8545,37.44,0.0,-580.0,0,0
8546,58.99,5246.75,4666.75,1,0
8547,46.27,2066.77,1486.77,1,0
8548,49.97,2991.74,2411.74,1,0
8549,14.09,0.0,-580.0,0,0
8550,47.1,2275.6,1695.6,1,0
8551,51.93,3483.72,2903.72,1,0
8552,38.18,44.32,-535.68,1,0
8553,20.26,0.0,-580.0,0,0
8554,20.67,0.0,-580.0,0,0
8555,17.67,0.0,-580.0,0,0
8556,53.98,3995.0,3415.0,1,0
8557,185.01,6750.0,6170.0,1,1
8558,21.26,0.0,-580.0,0,0
8559,45.52,1880.22,1300.22,1,0
8560,37.2,0.0,-580.0,0,0
8561,71.95,6750.0,6170.0,1,1
8562,34.96,0.0,-580.0,0,0
8563,44.62,1654.4,1074.4,1,0
8564,5.09,0.0,-580.0,0,0
8565,47.62,2404.11,1824.11,1,0
8566,47.53,2382.9,1802.9,1,0
8567,46.74,2184.21,1604.21,1,0
8568,42.91,1226.44,646.44,1,0
8569,75.53,6750.0,6170.0,1,1
8570,37.28,0.0,-580.0,0,0
8571,34.65,0.0,-580.0,0,0
8572,90.34,6750.0,6170.0,1,1
8573,44.62,1654.06,1074.06,1,0
8574,33.11,0.0,-580.0,0,0
8575,23.53,0.0,-580.0,0,0
8576,14.56,0.0,-580.0,0,0
8577,117.84,6750.0,6170.0,1,1
8578,41.3,826.24,246.24,1,0
8579,16.58,0.0,-580.0,0,0
8580,54.76,4190.19,3610.19,1,0
8581,18.55,0.0,-580.0,0,0
8582,54.96,4239.3,3659.3,1,0
8583,50.03,3006.95,2426.95,1,0
8584,37.96,0.0,-580.0,0,0
8585,18.45,0.0,-580.0,0,0
8586,68.96,6750.0,6170.0,1,1
8587,24.8,0.0,-580.0,0,0
8588,48.45,2612.77,2032.77,1,0
8589,33.64,0.0,-580.0,0,0
8590,59.92,5481.01,4901.01,1,0
8591,87.73,6750.0,6170.0,1,1
8592,9.67,0.0,-580.0,0,0
8593,53.47,3868.44,3288.44,1,0
8594,12.69,0.0,-580.0,0,0
8595,57.46,4865.14,4285.14,1,0
8596,36.37,0.0,-580.0,0,0
8597,20.01,0.0,-580.0,0,0
8598,13.46,0.0,-580.0,0,0
8599,73.72,6750.0,6170.0,1,1
8600,56.89,4723.69,4143.69,1,0
8601,7.43,0.0,-580.0,0,0
8602,52.1,3523.92,2943.92,1,0
8603,31.6,0.0,-580.0,0,0
8604,33.99,0.0,-580.0,0,0
8605,39.97,492.75,-87.25,1,0
8606,29.86,0.0,-580.0,0,0
8607,35.4,0.0,-580.0,0,0
8608,23.92,0.0,-580.0,0,0
8609,32.72,0.0,-580.0,0,0
8610,61.43,5857.58,5277.58,1,0
8611,13.57,0.0,-580.0,0,0
8612,46.15,2036.42,1456.42,1,0
8613,55.25,4313.55,3733.55,1,0
8614,33.2,0.0,-580.0,0,0
8615,74.85,6750.0,6170.0,1,1
8616,29.19,0.0,-580.0,0,0
8617,5.17,0.0,-580.0,0,0
8618,29.26,0.0,-580.0,0,0
8619,36.5,0.0,-580.0,0,0
8620,39.07,267.17,-312.83,1,0
8621,15.3,0.0,-580.0,0,0
8622,27.63,0.0,-580.0,0,0
8623,12.07,0.0,-580.0,0,0
8624,9.52,0.0,-580.0,0,0
8625,83.07,6750.0,6170.0,1,1
8626,51.31,3327.13,2747.13,1,0
8627,19.0,0.0,-580.0,0,0
8628,31.29,0.0,-580.0,0,0
8629,12.43,0.0,-580.0,0,0
8630,43.94,1483.98,903.98,1,0
8631,55.99,4498.03,3918.03,1,0
8632,28.73,0.0,-580.0,0,0
8633,49.71,2927.65,2347.65,1,0
